
  ******************************************  
  *           Fortran 77 Code              *  
  *         Spherical H.O. basis            *  
  * Dirac-Hartree-Bogoliubov calculation   *  
  *        with density-dependent          *  
  * meson-exchange or point coupling force *  
  *          and separable pairing         *  
  * -------------------------------------- *  
  *      Niksic, Paar, Vretenar, Ring      *  
  *          18/ 4/2026/01:51:36           *
  *       Pb 244  N = 162  Z =  82
  ******************************************  
  ****** BEGIN READER *******************************
 Number of oscillator shells :    18   20
 Initialization inin,inink   :     1    1
 Nucleus: Pb 244   162  82
 Initial Gap Parameters      :     1.0000    1.0000
 Parameter set               :    DD-ME2    
  ****** END READER *********************************
  ****** BEGIN FORCES *******************************

 NEDF Parameters: DD-ME2    
 AMU   =  939.000
 msig  =  550.124  gsig =    10.5396  Gsig =   -14.2924
 mome  =  783.000  gome =    13.0189  Gome =    10.7647
 mdel  =    0.000  gdel =     0.0000  Gdel =    -0.0000
 mrho  =  763.000  grho =     3.6836  Grho =     0.9076
  
 Density dependence parameters:
           scasca    scavec    vecsca    vecvec
 a    =   1.388148  1.389291  0.000000  0.564700
 b    =   1.094300  0.923975  0.000000  0.000000
 c    =   1.705700  1.462000  0.000000  0.000000
 d    =   0.442067  0.477492  0.000000  0.000000
 dsat =   0.152000
  
 TMR pairing: Tian,Ma,Ring, PRB 676, 44 (2009)
 TMR pairing strength    gl =:  -728.00000 [MeV*fm^3]
 TMR pairing width        a =:     0.64420 [fm]
  ****** END FORCES *********************************
  ****** BEGIN PREP *********************************
  
 hom =                            6.561260
 hb0 =                           20.734000
 b0  =                            2.513986
 with Coulomb force
 With microscopic c.m. correction
  ****** END PREP ***********************************
  ****** BEGIN ITER *********************************
  1.It. si =    0.0000000  E/A =    0.0000 R =    0.0000  mix = 0.50
  2.It. si =  105.7731089  E/A =   -7.0565 R =    6.1239  mix = 0.50
  3.It. si =   58.1214733  E/A =   -7.0828 R =    6.1071  mix = 0.50
  4.It. si =   13.0383624  E/A =   -7.0979 R =    6.0884  mix = 0.50
  5.It. si =   13.9757433  E/A =   -7.1186 R =    6.0649  mix = 0.50
  6.It. si =   14.3494840  E/A =   -7.1266 R =    6.0501  mix = 0.50
  7.It. si =    5.4680767  E/A =   -7.1382 R =    6.0276  mix = 0.50
  8.It. si =    1.9696473  E/A =   -7.1441 R =    6.0155  mix = 0.50
  9.It. si =    1.4131615  E/A =   -7.1463 R =    6.0092  mix = 0.50
 10.It. si =    0.4779800  E/A =   -7.1458 R =    6.0098  mix = 0.50
 11.It. si =    0.8425316  E/A =   -7.1451 R =    6.0116  mix = 0.50
 12.It. si =    0.5213036  E/A =   -7.1451 R =    6.0117  mix = 0.50
 13.It. si =    0.0805339  E/A =   -7.1454 R =    6.0103  mix = 0.50
 14.It. si =    0.1019605  E/A =   -7.1453 R =    6.0102  mix = 0.50
 15.It. si =    0.0362490  E/A =   -7.1452 R =    6.0100  mix = 0.50
 16.It. si =    0.0290578  E/A =   -7.1452 R =    6.0099  mix = 0.50
 17.It. si =    0.0222095  E/A =   -7.1452 R =    6.0097  mix = 0.50
 18.It. si =    0.0237702  E/A =   -7.1452 R =    6.0096  mix = 0.50
 19.It. si =    0.0599556  E/A =   -7.1452 R =    6.0096  mix = 0.50
 20.It. si =    0.1280129  E/A =   -7.1452 R =    6.0094  mix = 0.50
 21.It. si =    0.0972487  E/A =   -7.1452 R =    6.0095  mix = 0.50
 22.It. si =    0.0913027  E/A =   -7.1452 R =    6.0095  mix = 0.50
 23.It. si =    0.0355937  E/A =   -7.1452 R =    6.0095  mix = 0.50
 24.It. si =    0.0228882  E/A =   -7.1452 R =    6.0095  mix = 0.50
 25.It. si =    0.0064358  E/A =   -7.1452 R =    6.0095  mix = 0.50
 26.It. si =    0.0012344  E/A =   -7.1452 R =    6.0095  mix = 0.50
 27.It. si =    0.0000654  E/A =   -7.1452 R =    6.0095  mix = 0.50
 28.It. si =    0.0000065  E/A =   -7.1452 R =    6.0095  mix = 0.50
 29.It. si =    0.0000077  E/A =   -7.1452 R =    6.0095  mix = 0.50
 30.It. si =    0.0000076  E/A =   -7.1452 R =    6.0095  mix = 0.50
 31.It. si =    0.0000070  E/A =   -7.1452 R =    6.0095  mix = 0.50
 32.It. si =    0.0000060  E/A =   -7.1452 R =    6.0095  mix = 0.50
 33.It. si =    0.0000047  E/A =   -7.1452 R =    6.0095  mix = 0.50
 ********************************************************************
 Pb 244: Iteration converged after  33 steps   si =      0.0000005862
 j = 7/2+  (   g 7/2)  0.95     11.4803      0.0008      0.7642
 j = 7/2+  (   g 7/2)  0.93     22.3444      0.0001      0.5843
 j = 7/2+  (   g 7/2)  0.94     36.7137      0.0000      0.3974
 j = 7/2+  (   g 7/2)  0.89     38.7201      0.0000      0.0548
 j = 7/2+  (   g 7/2)  0.95     49.1581      0.0000      0.2557
 j = 7/2+  (   g 7/2)  0.88     64.6081      0.0000      0.1718
 j = 7/2-  (   f 7/2)  0.98    -37.8705      0.9995      1.6285
 j = 7/2-  (   f 7/2)  0.98    -13.6443      0.9943      1.7375
 j = 7/2-  (   f 7/2)  0.96      4.3271      0.0060      1.0315
 j = 7/2-  (   f 7/2)  0.93     15.5198      0.0003      0.6374
 j = 7/2-  (   f 7/2)  0.92     28.4929      0.0001      0.4682
 j = 7/2-  (   f 7/2)  0.94     40.7434      0.0000      0.2998
 j = 7/2-  (   f 7/2)  0.94     45.1429      0.0000      0.0871
 j = 7/2-  (   f 7/2)  0.94     55.6238      0.0000      0.1952
 j = 9/2+  (   g 9/2)  0.98    -29.5859      0.9991      1.6471
 j = 9/2+  (   g 9/2)  0.98     -4.3314      0.9051      1.5035
 j = 9/2+  (   g 9/2)  0.96     10.6157      0.0009      0.7779
 j = 9/2+  (   g 9/2)  0.94     21.4630      0.0001      0.5600
 j = 9/2+  (   g 9/2)  0.94     35.8882      0.0000      0.3914
 j = 9/2+  (   g 9/2)  0.89     37.9091      0.0000      0.0537
 j = 9/2+  (   g 9/2)  0.95     48.5216      0.0000      0.2521
 j = 9/2+  (   g 9/2)  0.88     63.5727      0.0000      0.1692
 j = 9/2-  (   h 9/2)  0.98    -15.8375      0.9968      1.5507
 j = 9/2-  (   h 9/2)  0.97      5.7027      0.0065      1.2960
 j = 9/2-  (   h 9/2)  0.96     17.9108      0.0003      0.6610
 j = 9/2-  (   h 9/2)  0.95     30.4702      0.0001      0.4582
 j = 9/2-  (   h 9/2)  0.90     36.8988      0.0000      0.0725
 j = 9/2-  (   h 9/2)  0.95     43.4661      0.0000      0.3009
 j = 9/2-  (   h 9/2)  0.89     59.2221      0.0000      0.2119
 j =11/2+  (   i11/2)  0.98     -5.2463      0.9476      1.4906
 j =11/2+  (   i11/2)  0.97     13.0311      0.0012      1.0447
 j =11/2+  (   i11/2)  0.97     24.8264      0.0001      0.5937
 j =11/2+  (   i11/2)  0.84     33.3112      0.0000      0.0452
 j =11/2+  (   i11/2)  0.95     37.4726      0.0000      0.3723
 j =11/2+  (   i11/2)  0.93     49.9671      0.0000      0.2344
 j =11/2+  (   i11/2)  0.81     64.6315      0.0000      0.1631
 j =11/2-  (   h11/2)  0.98    -20.4226      0.9980      1.6105
 j =11/2-  (   h11/2)  0.98      3.3958      0.0123      1.2749
 j =11/2-  (   h11/2)  0.96     16.5455      0.0003      0.6494
 j =11/2-  (   h11/2)  0.95     28.9259      0.0001      0.4559
 j =11/2-  (   h11/2)  0.90     36.3823      0.0000      0.0722
 j =11/2-  (   h11/2)  0.95     42.3569      0.0000      0.2984
 j =11/2-  (   h11/2)  0.89     58.3901      0.0000      0.2118
 j =13/2+  (   i13/2)  0.98    -11.1033      0.9927      1.5305
 j =13/2+  (   i13/2)  0.97     10.5891      0.0017      1.0538
 j =13/2+  (   i13/2)  0.96     23.2394      0.0001      0.5741
 j =13/2+  (   i13/2)  0.84     32.8152      0.0000      0.0449
 j =13/2+  (   i13/2)  0.95     35.8213      0.0000      0.3692
 j =13/2+  (   i13/2)  0.92     48.6795      0.0000      0.2321
 j =13/2+  (   i13/2)  0.80     63.4426      0.0000      0.1619
 j =13/2-  (   j13/2)  0.98      4.9617      0.0098      1.4511
 j =13/2-  (   j13/2)  0.97     19.7308      0.0003      0.7875
 j =13/2-  (   j13/2)  0.96     32.3238      0.0001      0.5110
 j =13/2-  (   j13/2)  0.88     35.6785      0.0000      0.0645
 j =13/2-  (   j13/2)  0.93     42.9240      0.0000      0.2921
 j =13/2-  (   j13/2)  0.86     57.5988      0.0000      0.1922
 j =15/2+  (   k15/2)  0.98     14.2116      0.0016      1.3187
 j =15/2+  (   k15/2)  0.97     26.9726      0.0001      0.6508
 j =15/2+  (   k15/2)  0.81     32.3323      0.0000      0.0405
 j =15/2+  (   k15/2)  0.93     39.7954      0.0000      0.4183
 j =15/2+  (   k15/2)  0.86     51.1536      0.0000      0.2470
 j =15/2+  (   k15/2)  0.74     60.9114      0.0000      0.1510
 j =15/2-  (   j15/2)  0.98     -1.9333      0.3913      1.4353
 j =15/2-  (   j15/2)  0.96     17.4154      0.0005      0.8378
 j =15/2-  (   j15/2)  0.95     29.8265      0.0001      0.5037
 j =15/2-  (   j15/2)  0.88     34.8663      0.0000      0.0639
 j =15/2-  (   j15/2)  0.93     41.5161      0.0000      0.2898
 j =15/2-  (   j15/2)  0.85     55.9642      0.0000      0.1909
 j =17/2+  (   k17/2)  0.98      7.0131      0.0051      1.3280
 j =17/2+  (   k17/2)  0.95     23.8850      0.0002      0.6707
 j =17/2+  (   k17/2)  0.81     31.7220      0.0000      0.0402
 j =17/2+  (   k17/2)  0.92     36.9120      0.0000      0.4147
 j =17/2+  (   k17/2)  0.86     49.5246      0.0000      0.2453
 j =17/2+  (   k17/2)  0.73     59.0919      0.0000      0.1498
 j =17/2-  (   l17/2)  0.97     22.5494      0.0005      1.1536
 j =17/2-  (   l17/2)  0.82     32.2268      0.0000      0.0573
 j =17/2-  (   l17/2)  0.95     34.5254      0.0001      0.5567
 j =17/2-  (   l17/2)  0.88     46.6565      0.0000      0.3310
 j =17/2-  (   l17/2)  0.75     56.8403      0.0000      0.2027
 j =19/2+  (   m19/2)  0.96     30.5368      0.0002      0.9941
 j =19/2+  (   m19/2)  0.76     31.3175      0.0000      0.0386
 j =19/2+  (   m19/2)  0.91     41.9350      0.0000      0.4742
 j =19/2+  (   m19/2)  0.81     54.7649      0.0000      0.2754
 j =19/2+  (   m19/2)  0.64     59.0823      0.0000      0.1545
 j =19/2-  (   l19/2)  0.97     15.4948      0.0011      1.1746
 j =19/2-  (   l19/2)  0.93     30.6140      0.0001      0.5610
 j =19/2-  (   l19/2)  0.82     31.4579      0.0000      0.0566
 j =19/2-  (   l19/2)  0.87     43.7259      0.0000      0.3296
 j =19/2-  (   l19/2)  0.74     54.2312      0.0000      0.1997
 j =21/2+  (   m21/2)  0.95     23.7031      0.0004      1.0167
 j =21/2+  (   m21/2)  0.76     30.7521      0.0000      0.0382
 j =21/2+  (   m21/2)  0.88     37.5112      0.0000      0.4736
 j =21/2+  (   m21/2)  0.78     51.2039      0.0000      0.2747
 j =21/2+  (   m21/2)  0.62     56.0433      0.0000      0.1514
 j =21/2-  (   n21/2)  0.80     33.4636      0.0000      0.0578
 j =21/2-  (   n21/2)  0.94     38.1561      0.0001      0.8414
 j =21/2-  (   n21/2)  0.85     49.1715      0.0000      0.3943
 j =21/2-  (   n21/2)  0.70     57.0050      0.0000      0.2133
 j =23/2+  (   o23/2)  0.75     33.8590      0.0000      0.0405
 j =23/2+  (   o23/2)  0.91     45.8196      0.0001      0.7053
 j =23/2+  (   o23/2)  0.75     57.3496      0.0000      0.3377
 j =23/2+  (   o23/2)  0.61     58.6532      0.0000      0.1622
 j =23/2-  (   n23/2)  0.93     31.6435      0.0002      0.8604
 j =23/2-  (   n23/2)  0.79     32.3835      0.0000      0.0568
 j =23/2-  (   n23/2)  0.81     44.5348      0.0000      0.3959
 j =23/2-  (   n23/2)  0.67     52.3446      0.0000      0.2083
 j =25/2+  (   o25/2)  0.74     33.0749      0.0000      0.0400
 j =25/2+  (   o25/2)  0.89     39.5634      0.0001      0.7223
 j =25/2+  (   o25/2)  0.71     51.9872      0.0000      0.3376
 j =25/2+  (   o25/2)  0.61     54.3341      0.0000      0.1579
 j =25/2-  (   P25/2)  0.78     37.0177      0.0000      0.0647
 j =25/2-  (   P25/2)  0.86     53.7594      0.0000      0.5875
 j =25/2-  (   P25/2)  0.65     57.9827      0.0000      0.2558
 j =27/2+  (   q27/2)  0.73     38.3795      0.0000      0.0469
 j =27/2+  (   q27/2)  0.62     60.5570      0.0000      0.1957
 j =27/2+  (   q27/2)  0.81     61.5239      0.0000      0.4867
 j =27/2-  (   P27/2)  0.76     35.9820      0.0000      0.0639
 j =27/2-  (   P27/2)  0.84     47.5163      0.0000      0.6024
 j =27/2-  (   P27/2)  0.62     53.0932      0.0000      0.2503
 j =29/2+  (   q29/2)  0.72     37.6902      0.0000      0.0465
 j =29/2+  (   q29/2)  0.79     55.4502      0.0000      0.4971
 j =29/2+  (   q29/2)  0.62     56.5162      0.0000      0.1919
 j =29/2-  (   r29/2)  0.80     44.4033      0.0000      0.0843
 j =29/2-  (   r29/2)  0.80     63.3878      0.0000      0.3586
 j =31/2+  (   S31/2)  0.78     46.7233      0.0000      0.0617
 j =31/2+  (   S31/2)  0.77     68.1349      0.0000      0.2751
 j =31/2-  (   r31/2)  0.79     43.4744      0.0000      0.0836
 j =31/2-  (   r31/2)  0.79     59.0764      0.0000      0.3616
 j =33/2+  (   S33/2)  0.77     46.0677      0.0000      0.0614
 j =33/2+  (   S33/2)  0.76     64.6285      0.0000      0.2768
 j =33/2-  (   t33/2)  0.98     57.8509      0.0000      0.1326
 j =35/2+  (   u35/2)  0.98     61.3954      0.0000      0.0972
 j =35/2-  (   t35/2)  0.98     56.8016      0.0000      0.1328
 j =37/2+  (   u37/2)  0.98     60.6155      0.0000      0.0972
 single-particle energies and gaps  in the canonical basis: Proton: 
 ------------------------------------------------------------------
    j pi     (nr,l,j)  smax       Ecan       vvcan       decan
 j = 1/2+  (   s 1/2)  0.89    -53.0506      1.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.84    -36.2557      1.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.92    -15.0898      1.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.94      4.7387      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.52     12.6679      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.73     20.3796      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.63     31.9282      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.56     46.0119      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.60     63.8696      0.0000     -0.0000
 j = 1/2+  (   s 1/2)  0.63     95.4961      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.93    -47.2900      1.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.90    -26.1610      1.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.95     -4.6683      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.75     11.1673      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.57     16.2556      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.72     27.3939      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.64     40.8747      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.65     57.7577      0.0000     -0.0000
 j = 1/2-  (   p 1/2)  0.63     88.2763      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.96    -39.9430      1.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.95    -16.3768      1.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.96      4.3221      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.51     13.2604      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.75     20.5884      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.66     31.8893      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.58     46.0310      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.62     63.8053      0.0000     -0.0000
 j = 3/2+  (   d 3/2)  0.63     95.0309      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.92    -47.8377      1.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.89    -27.0268      1.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.94     -5.3988      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.77     10.9354      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.54     15.9434      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.73     27.1092      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.65     40.4370      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.65     57.1980      0.0000     -0.0000
 j = 3/2-  (   p 3/2)  0.63     87.4583      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.95    -41.2496      1.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.93    -17.8297      1.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.95      3.4395      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.51     13.1526      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.74     20.1852      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.67     31.5125      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.58     45.4759      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.62     63.0469      0.0000     -0.0000
 j = 5/2+  (   d 5/2)  0.63     94.1069      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.98    -31.3544      1.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.97     -6.8471      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.87     11.4402      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.52     16.3707      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.75     27.3060      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.68     40.5283      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.67     57.1699      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.63     86.7431      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.98    -21.9270      1.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.98      2.1773      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.55     14.6693      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.76     20.6775      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.72     31.5725      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.62     45.6480      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.65     63.0378      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.64     93.2479      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.97    -33.7194      1.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.96     -8.7881      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.90     10.6825      0.0000     -0.0000
