
  ******************************************  
  *           Fortran 77 Code              *  
  *         Spherical H.O. basis            *  
  * Dirac-Hartree-Bogoliubov calculation   *  
  *        with density-dependent          *  
  * meson-exchange or point coupling force *  
  *          and separable pairing         *  
  * -------------------------------------- *  
  *      Niksic, Paar, Vretenar, Ring      *  
  *          18/ 4/2026/01:37:03           *
  *       Hg 206  N = 126  Z =  80
  ******************************************  
  ****** BEGIN READER *******************************
 Number of oscillator shells :    18   20
 Initialization inin,inink   :     0    0
 Nucleus: Hg 206   126  80
 Initial Gap Parameters      :     1.0000    1.0000
 Parameter set               :    DD-ME2    
  ****** END READER *********************************
  ****** BEGIN FORCES *******************************

 NEDF Parameters: DD-ME2    
 AMU   =  939.000
 msig  =  550.124  gsig =    10.5396  Gsig =   -14.2924
 mome  =  783.000  gome =    13.0189  Gome =    10.7647
 mdel  =    0.000  gdel =     0.0000  Gdel =    -0.0000
 mrho  =  763.000  grho =     3.6836  Grho =     0.9076
  
 Density dependence parameters:
           scasca    scavec    vecsca    vecvec
 a    =   1.388148  1.389291  0.000000  0.564700
 b    =   1.094300  0.923975  0.000000  0.000000
 c    =   1.705700  1.462000  0.000000  0.000000
 d    =   0.442067  0.477492  0.000000  0.000000
 dsat =   0.152000
  
 TMR pairing: Tian,Ma,Ring, PRB 676, 44 (2009)
 TMR pairing strength    gl =:  -728.00000 [MeV*fm^3]
 TMR pairing width        a =:     0.64420 [fm]
  ****** END FORCES *********************************
  ****** BEGIN PREP *********************************
  
 hom =                            6.942163
 hb0 =                           20.734000
 b0  =                            2.444045
 with Coulomb force
 With microscopic c.m. correction
  ****** END PREP ***********************************
  potentials read from tape dirhb.wel
  ****** BEGIN ITER *********************************
  1.It. si =    0.0000000  E/A =    0.0000 R =    0.0000  mix = 0.50
  2.It. si =    6.5377769  E/A =   -7.8477 R =    5.5667  mix = 0.50
  3.It. si =    4.6248057  E/A =   -7.8477 R =    5.5668  mix = 0.50
  4.It. si =    2.3950165  E/A =   -7.8476 R =    5.5672  mix = 0.50
  5.It. si =    0.6108807  E/A =   -7.8476 R =    5.5689  mix = 0.50
  6.It. si =    0.2545814  E/A =   -7.8477 R =    5.5695  mix = 0.50
  7.It. si =    0.1850184  E/A =   -7.8478 R =    5.5702  mix = 0.50
  8.It. si =    0.1677555  E/A =   -7.8478 R =    5.5701  mix = 0.50
  9.It. si =    0.1719418  E/A =   -7.8478 R =    5.5700  mix = 0.50
 10.It. si =    0.0535484  E/A =   -7.8479 R =    5.5698  mix = 0.50
 11.It. si =    0.0781104  E/A =   -7.8480 R =    5.5698  mix = 0.50
 12.It. si =    0.0131569  E/A =   -7.8480 R =    5.5698  mix = 0.50
 13.It. si =    0.0531531  E/A =   -7.8480 R =    5.5698  mix = 0.50
 14.It. si =    0.0442989  E/A =   -7.8480 R =    5.5698  mix = 0.50
 15.It. si =    0.0740369  E/A =   -7.8480 R =    5.5698  mix = 0.50
 16.It. si =    0.0240707  E/A =   -7.8480 R =    5.5698  mix = 0.50
 17.It. si =    0.0134674  E/A =   -7.8480 R =    5.5698  mix = 0.50
 18.It. si =    0.0097335  E/A =   -7.8480 R =    5.5698  mix = 0.50
 19.It. si =    0.0005569  E/A =   -7.8480 R =    5.5698  mix = 0.50
 20.It. si =    0.0003862  E/A =   -7.8480 R =    5.5698  mix = 0.50
 21.It. si =    0.0000463  E/A =   -7.8480 R =    5.5698  mix = 0.50
 22.It. si =    0.0000062  E/A =   -7.8480 R =    5.5698  mix = 0.50
 23.It. si =    0.0000023  E/A =   -7.8480 R =    5.5698  mix = 0.50
 24.It. si =    0.0000011  E/A =   -7.8480 R =    5.5698  mix = 0.50
 ********************************************************************
 Hg 206: Iteration converged after  24 steps   si =      0.0000003990
 j = 5/2-  (   f 5/2)  0.98    -36.4934      1.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.98     -8.7202      1.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.64      4.2461      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.69     10.4562      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.72     21.4756      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.64     36.2514      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.66     54.7420      0.0000     -0.0000
 j = 5/2-  (   f 5/2)  0.64     85.1431      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.98    -25.2580      1.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.96      0.1749      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.48      6.5463      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.75     14.8371      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.63     26.4446      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.56     41.7194      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.63     61.1088      0.0000     -0.0000
 j = 7/2+  (   g 7/2)  0.64     92.2826      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.98    -39.0455      1.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.98    -11.0088      1.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.68      3.9374      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.66      9.7405      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.72     20.8235      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.64     35.5521      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.65     53.7103      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.64     84.9732      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.98    -29.3026      1.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.98     -2.0758      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.50      6.2262      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.75     14.0033      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.66     25.4786      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.58     40.5991      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.63     59.5408      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.64     91.6161      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.97    -13.6064      1.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.76      6.0849      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.59     10.9030      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.76     21.6104      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.68     36.0352      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.68     54.1794      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.64     83.8798      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.98     -2.1701      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.51      8.9677      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.77     15.6335      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.71     26.1684      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.61     41.2657      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.65     60.2128      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.64     90.7804      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.98    -19.2568      1.0000     -0.0000
 j =11/2-  (   h11/2)  0.89      4.8895      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.50      9.7244      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.76     20.5264      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.70     34.6445      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.68     52.0943      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.64     82.2663      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.98     -9.1992      1.0000     -0.0000
 j =13/2+  (   i13/2)  0.59      8.6302      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.74     14.0489      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.74     24.6705      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.65     39.6552      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.66     57.7648      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.64     88.5729      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.95      7.9868      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.50     12.5498      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.79     22.2858      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.73     35.4213      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.71     53.1712      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.64     81.6262      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.48     13.3458      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.84     17.8851      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.76     27.1825      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.67     40.8792      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.69     59.0134      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.65     87.9994      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.98      0.5605      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.55     11.8777      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.77     20.3745      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.76     33.3678      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.72     50.2984      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.64     78.9297      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.97      9.6095      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.50     14.2371      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.79     24.5514      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.73     38.2335      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.71     55.3899      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.64     84.8897      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.54     17.2365      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.84     25.3378      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.76     36.2905      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.73     52.9064      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.66     78.7074      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.56     19.5920      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.81     30.1868      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.68     41.7549      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.70     59.0772      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.65     85.3813      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.72     16.4381      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.67     19.8795      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.78     32.6286      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.75     48.0688      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.69     74.0470      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.55     19.4500      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.88     26.4704      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.80     37.1259      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.75     53.2737      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.68     79.1104      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.60     24.4386      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.81     37.7008      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.73     52.8996      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.67     77.3638      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.60     26.9167      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.80     41.7175      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.72     57.9685      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.65     83.8276      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.57     24.2304      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.85     34.7302      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.75     46.7378      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.73     68.3220      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.59     26.8095      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.85     40.0196      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.77     52.2888      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.72     73.5800      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.68     33.3606      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.77     51.2596      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.70     74.6411      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.68     36.0631      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.78     55.2971      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.69     79.6918      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.65     33.1749      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.78     49.1854      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.76     64.8752      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.67     35.9236      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.79     54.0601      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.73     70.7908      0.0000     -0.0000
 j =29/2-  (   r29/2)  0.78     44.9394      0.0000     -0.0000
 j =29/2-  (   r29/2)  0.77     69.7414      0.0000     -0.0000
 j =31/2+  (   S31/2)  0.78     47.9346      0.0000     -0.0000
 j =31/2+  (   S31/2)  0.77     74.0675      0.0000     -0.0000
 j =31/2-  (   r31/2)  0.77     44.7554      0.0000     -0.0000
 j =31/2-  (   r31/2)  0.77     65.4592      0.0000     -0.0000
 j =33/2+  (   S33/2)  0.77     47.7904      0.0000     -0.0000
 j =33/2+  (   S33/2)  0.76     70.8268      0.0000     -0.0000
 j =33/2-  (   t33/2)  0.98     61.5373      0.0000     -0.0000
 j =35/2+  (   u35/2)  0.98     64.9938      0.0000     -0.0000
 j =35/2-  (   t35/2)  0.98     60.8113      0.0000     -0.0000
 j =37/2+  (   u37/2)  0.98     64.4901      0.0000     -0.0000
 single-particle energies and gaps  in the canonical basis: Proton: 
 ------------------------------------------------------------------
    j pi     (nr,l,j)  smax       Ecan       vvcan       decan
 j = 1/2+  (   s 1/2)  0.78    -49.8473      0.9998      1.0863
 j = 1/2+  (   s 1/2)  0.74    -33.1921      0.9992      1.3393
 j = 1/2+  (   s 1/2)  0.94     -8.5922      0.3781      1.0005
 j = 1/2+  (   s 1/2)  0.57     13.8805      0.0000      0.0020
 j = 1/2+  (   s 1/2)  0.89     18.5425      0.0002      0.8305
 j = 1/2+  (   s 1/2)  0.54     28.7530      0.0000      0.0074
 j = 1/2+  (   s 1/2)  0.63     44.3778      0.0000      0.3634
 j = 1/2+  (   s 1/2)  0.53     51.4666      0.0000      0.0186
 j = 1/2+  (   s 1/2)  0.55     60.8448      0.0000      0.1976
 j = 1/2+  (   s 1/2)  0.73     90.4835      0.0000      0.0791
 j = 1/2-  (   p 1/2)  0.94    -44.5164      0.9998      0.9930
 j = 1/2-  (   p 1/2)  0.93    -20.9080      0.9986      0.8938
 j = 1/2-  (   p 1/2)  0.95      3.1712      0.0006      0.5908
 j = 1/2-  (   p 1/2)  0.59     14.2751      0.0000      0.0028
 j = 1/2-  (   p 1/2)  0.52     29.1781      0.0000      0.0111
 j = 1/2-  (   p 1/2)  0.78     30.8812      0.0000      0.4381
 j = 1/2-  (   p 1/2)  0.61     51.5713      0.0000      0.0330
 j = 1/2-  (   p 1/2)  0.64     55.4533      0.0000      0.2465
 j = 1/2-  (   p 1/2)  0.70     90.1676      0.0000      0.1138
 j = 3/2+  (   d 3/2)  0.97    -36.0970      0.9997      0.8835
 j = 3/2+  (   d 3/2)  0.97     -9.9112      0.9076      0.7585
 j = 3/2+  (   d 3/2)  0.92     13.8001      0.0001      0.3922
 j = 3/2+  (   d 3/2)  0.57     14.5817      0.0000      0.0017
 j = 3/2+  (   d 3/2)  0.53     29.5992      0.0000      0.0063
 j = 3/2+  (   d 3/2)  0.73     39.8085      0.0000      0.2640
 j = 3/2+  (   d 3/2)  0.55     52.3390      0.0000      0.0172
 j = 3/2+  (   d 3/2)  0.62     68.9403      0.0000      0.1741
 j = 3/2+  (   d 3/2)  0.72     93.9551      0.0000      0.0771
 j = 3/2-  (   p 3/2)  0.93    -45.1308      0.9998      0.9938
 j = 3/2-  (   p 3/2)  0.91    -21.7026      0.9988      0.8979
 j = 3/2-  (   p 3/2)  0.95      2.6711      0.0006      0.5817
 j = 3/2-  (   p 3/2)  0.59     14.2596      0.0000      0.0028
 j = 3/2-  (   p 3/2)  0.52     29.1526      0.0000      0.0112
 j = 3/2-  (   p 3/2)  0.79     30.7995      0.0000      0.4441
 j = 3/2-  (   p 3/2)  0.61     51.3463      0.0000      0.0330
 j = 3/2-  (   p 3/2)  0.65     55.4775      0.0000      0.2470
 j = 3/2-  (   p 3/2)  0.70     89.7506      0.0000      0.1134
 j = 5/2+  (   d 5/2)  0.97    -37.6750      0.9998      0.8927
 j = 5/2+  (   d 5/2)  0.95    -11.5854      0.9820      0.7559
 j = 5/2+  (   d 5/2)  0.92     12.7347      0.0001      0.3930
 j = 5/2+  (   d 5/2)  0.57     14.5431      0.0000      0.0017
 j = 5/2+  (   d 5/2)  0.53     29.4980      0.0000      0.0063
 j = 5/2+  (   d 5/2)  0.74     39.8095      0.0000      0.2638
 j = 5/2+  (   d 5/2)  0.54     52.0300      0.0000      0.0170
 j = 5/2+  (   d 5/2)  0.62     68.9433      0.0000      0.1728
 j = 5/2+  (   d 5/2)  0.72     93.3143      0.0000      0.0766
 j = 5/2-  (   f 5/2)  0.98    -26.3357      0.9995      0.7992
 j = 5/2-  (   f 5/2)  0.97      0.7243      0.0011      0.6214
 j = 5/2-  (   f 5/2)  0.59     15.7517      0.0000      0.0024
 j = 5/2-  (   f 5/2)  0.86     25.4261      0.0000      0.3243
 j = 5/2-  (   f 5/2)  0.54     31.4906      0.0000      0.0087
 j = 5/2-  (   f 5/2)  0.65     50.1777      0.0000      0.1847
 j = 5/2-  (   f 5/2)  0.65     54.3276      0.0000      0.0326
 j = 5/2-  (   f 5/2)  0.64     95.2021      0.0000      0.1007
 j = 7/2+  (   g 7/2)  0.98    -15.7092      0.9972      0.7271
 j = 7/2+  (   g 7/2)  0.93     11.6298      0.0001      0.4806
 j = 7/2+  (   g 7/2)  0.57     16.2952      0.0000      0.0014
 j = 7/2+  (   g 7/2)  0.51     31.6398      0.0000      0.0049
 j = 7/2+  (   g 7/2)  0.73     37.5107      0.0000      0.2704
 j = 7/2+  (   g 7/2)  0.58     53.8969      0.0000      0.0159
 j = 7/2+  (   g 7/2)  0.66     62.3707      0.0000      0.1453
 j = 7/2+  (   g 7/2)  0.69     98.8591      0.0000      0.0681
 j = 7/2-  (   f 7/2)  0.98    -29.2206      0.9996      0.8181
 j = 7/2-  (   f 7/2)  0.96     -1.6340      0.0018      0.6054
 j = 7/2-  (   f 7/2)  0.59     15.7390      0.0000      0.0025
 j = 7/2-  (   f 7/2)  0.86     23.7488      0.0000      0.3296
 j = 7/2-  (   f 7/2)  0.54     31.5186      0.0000      0.0089
 j = 7/2-  (   f 7/2)  0.64     49.2497      0.0000      0.1835
 j = 7/2-  (   f 7/2)  0.65     53.9058      0.0000      0.0328
 j = 7/2-  (   f 7/2)  0.64     94.9798      0.0000      0.1008
 j = 9/2+  (   g 9/2)  0.98    -20.1358      0.9989      0.7491
 j = 9/2+  (   g 9/2)  0.94      8.7753      0.0002      0.4643
 j = 9/2+  (   g 9/2)  0.57     16.2715      0.0000      0.0014
 j = 9/2+  (   g 9/2)  0.51     31.6133      0.0000      0.0049
 j = 9/2+  (   g 9/2)  0.74     35.5461      0.0000      0.2757
 j = 9/2+  (   g 9/2)  0.58     53.5410      0.0000      0.0160
 j = 9/2+  (   g 9/2)  0.66     60.8622      0.0000      0.1429
 j = 9/2+  (   g 9/2)  0.69     98.0545      0.0000      0.0681
 j = 9/2-  (   h 9/2)  0.98     -4.6734      0.0062      0.6625
 j = 9/2-  (   h 9/2)  0.58     18.1678      0.0000      0.0025
 j = 9/2-  (   h 9/2)  0.87     22.5434      0.0000      0.3495
